V1	V2.x	V3	V4	V5	grp	DUP	len
NC_021684.1	Gnomon	intron	5887623	5887859	2513	NO	236
NC_021684.1	Gnomon	exon	5887860	5887892	2514	NO	32
NC_021684.1	Gnomon	intron	5887893	5888316	2515	NO	423
NC_021684.1	Gnomon	exon	5888317	5888370	2516	NO	53
NC_021684.1	Gnomon	intron	5888371	5888694	2517	NO	323
NC_021684.1	Gnomon	exon	5888695	5888733	2518	NO	38
NC_021684.1	Gnomon	intron	5888734	5889201	2519	NO	467
NC_021684.1	Gnomon	exon	5889202	5889315	2520	NO	113
NC_021684.1	Gnomon	intron	5889316	5889925	2521	NO	609
NC_021684.1	Gnomon	exon	5889926	5890100	2522	NO	174
NC_021684.1	Gnomon	intron	5890101	5891465	2523	NO	1364
NC_021684.1	Gnomon	exon	5891466	5891620	2524	NO	154
NC_021684.1	Gnomon	intron	5891621	5892296	2525	NO	675
NC_021684.1	Gnomon	exon	5892297	5892402	2526	NO	105
NC_021684.1	Gnomon	intron	5892403	5892873	2527	NO	470
NC_021684.1	Gnomon	exon	5892874	5893286	2528	NO	412
NC_021696.1	Gnomon	non_coding	5893287	5903811	NA	NA	10524
NC_021684.1	Gnomon	exon	5903812	5904240	2530	NO	428
NC_021684.1	Gnomon	intron	5904241	5904339	2531	NO	98
NC_021684.1	Gnomon	exon	5904340	5904451	2532	NO	111
NC_021684.1	Gnomon	intron	5904452	5905038	2533	NO	586
NC_021684.1	Gnomon	exon	5905039	5905211	2534	NO	172
NC_021684.1	Gnomon	intron	5905212	5906284	2535	NO	1072
NC_021684.1	Gnomon	exon	5906285	5906489	2536	NO	204
NC_021684.1	Gnomon	intron	5906490	5907053	2537	NO	563
NC_021684.1	Gnomon	exon	5907054	5907167	2538	NO	113
NC_021684.1	Gnomon	intron	5907168	5907540	2539	NO	372
NC_021684.1	Gnomon	exon	5907541	5907591	2540	NO	50
NC_021684.1	Gnomon	intron	5907592	5908488	2541	NO	896
NC_021684.1	Gnomon	exon	5908489	5908512	2542	NO	23
NC_021684.1	Gnomon	intron	5908513	5909260	2543	NO	747
NC_021684.1	Gnomon	exon	5909261	5909266	2544	NO	5
NC_021684.1	Gnomon	intron	5909267	5911080	2545	NO	1813
NC_021684.1	Gnomon	exon	5911081	5911235	2546	NO	154
NC_021684.1	Gnomon	intron	5911236	5911631	2547	NO	395
NC_021684.1	Gnomon	exon	5911632	5911771	2548	NO	139
NC_021684.1	Gnomon	intron	5911772	5912086	2549	NO	314
NC_021684.1	Gnomon	exon	5912087	5912272	2550	NO	185
NC_021684.1	Gnomon	intron	5912273	5913282	2551	NO	1009
NC_021684.1	Gnomon	exon	5913283	5913464	2552	NO	181
NC_021684.1	Gnomon	intron	5913465	5913710	2553	NO	245
NC_021684.1	Gnomon	exon	5913711	5913836	2554	NO	125
NC_021684.1	Gnomon	intron	5913837	5914152	2555	NO	315
NC_021684.1	Gnomon	exon	5914153	5914321	2556	NO	168
NC_021684.1	Gnomon	intron	5914322	5915089	2557	NO	767
NC_021684.1	Gnomon	exon	5915090	5915206	2558	NO	116
NC_021684.1	Gnomon	intron	5915207	5915629	2559	NO	422
NC_021684.1	Gnomon	exon	5915630	5915755	2560	NO	125
NC_021684.1	Gnomon	intron	5915756	5916211	2561	NO	455
NC_021684.1	Gnomon	exon	5916212	5916322	2562	NO	110
NC_021684.1	Gnomon	intron	5916323	5917048	2563	NO	725
NC_021684.1	Gnomon	exon	5917049	5917211	2564	NO	162
NC_021684.1	Gnomon	intron	5917212	5917633	2565	NO	421
NC_021684.1	Gnomon	exon	5917634	5917738	2566	NO	104
NC_021684.1	Gnomon	intron	5917739	5919230	2567	NO	1491
NC_021684.1	Gnomon	exon	5919231	5919397	2568	NO	166
NC_021684.1	Gnomon	intron	5919398	5920609	2569	NO	1211
NC_021684.1	Gnomon	exon	5920610	5920633	2570	NO	23
NC_021684.1	Gnomon	intron	5920634	5924665	2571	NO	4031
NC_021684.1	Gnomon	exon	5924666	5924755	2572	NO	89
NC_021696.1	Gnomon	non_coding	5924756	5925958	NA	NA	1202
NC_021684.1	Gnomon	exon	5925959	5926126	2574	NO	167
NC_021684.1	Gnomon	intron	5926127	5928564	2575	NO	2437
NC_021684.1	Gnomon	exon	5928565	5928831	2576	NO	266
NC_021684.1	Gnomon	intron	5928832	5929852	2577	NO	1020
NC_021684.1	Gnomon	exon	5929853	5930050	2578	NO	197
NC_021684.1	Gnomon	intron	5930051	5931358	2579	NO	1307
NC_021684.1	Gnomon	exon	5931359	5931466	2580	NO	107
NC_021684.1	Gnomon	intron	5931467	5932116	2581	NO	649
NC_021684.1	Gnomon	exon	5932117	5932271	2582	NO	154
NC_021684.1	Gnomon	intron	5932272	5932787	2583	NO	515
NC_021684.1	Gnomon	exon	5932788	5932929	2584	NO	141
NC_021684.1	Gnomon	intron	5932930	5933778	2585	NO	848
NC_021684.1	Gnomon	exon	5933779	5934204	2586	NO	425
NC_021684.1	Gnomon	intron	5934205	5934610	2587	NO	405
NC_021684.1	Gnomon	exon	5934611	5934664	2588	NO	53
NC_021684.1	Gnomon	intron	5934665	5934883	2589	NO	218
NC_021684.1	Gnomon	exon	5934884	5935024	2590	NO	140
NC_021684.1	Gnomon	intron	5935025	5935935	2591	NO	910
NC_021684.1	Gnomon	exon	5935936	5936061	2592	NO	125
NC_021684.1	Gnomon	intron	5936062	5936396	2593	NO	334
NC_021684.1	Gnomon	exon	5936397	5936460	2594	NO	63
NC_021684.1	Gnomon	intron	5936461	5936935	2595	NO	474
NC_021684.1	Gnomon	exon	5936936	5937042	2596	NO	106
NC_021684.1	Gnomon	intron	5937043	5937151	2597	NO	108
NC_021684.1	Gnomon	exon	5937152	5937234	2598	NO	82
NC_021684.1	Gnomon	intron	5937235	5937863	2599	NO	628
NC_021684.1	Gnomon	exon	5937864	5938069	2600	NO	205
NC_021684.1	Gnomon	intron	5938070	5938186	2601	NO	116
NC_021684.1	Gnomon	exon	5938187	5938320	2602	NO	133
NC_021684.1	Gnomon	intron	5938321	5939014	2603	NO	693
NC_021684.1	Gnomon	exon	5939015	5940185	2604	NO	1170
NC_021696.1	Gnomon	non_coding	5940186	5940269	NA	NA	83
NC_021684.1	Gnomon	exon	5940270	5940694	2606	NO	424
NC_021684.1	Gnomon	intron	5940695	5941596	2607	NO	901
NC_021684.1	Gnomon	exon	5941597	5941683	2608	NO	86
NC_021684.1	Gnomon	intron	5941684	5941996	2609	NO	312
NC_021684.1	Gnomon	exon	5941997	5942056	2610	NO	59
NC_021684.1	Gnomon	intron	5942057	5943031	2611	NO	974
NC_021684.1	Gnomon	exon	5943032	5943167	2612	NO	135
NC_021696.1	Gnomon	non_coding	5943168	5945711	NA	NA	2543
NC_021684.1	Gnomon	exon	5945712	5945790	2614	NO	78
NC_021684.1	Gnomon	intron	5945791	5945898	2615	NO	107
NC_021684.1	Gnomon	exon	5945899	5945997	2616	NO	98
NC_021684.1	Gnomon	intron	5945998	5946414	2617	NO	416
NC_021684.1	Gnomon	exon	5946415	5946631	2618	NO	216
NC_021684.1	Gnomon	intron	5946632	5947271	2619	NO	639
NC_021684.1	Gnomon	exon	5947272	5947389	2620	NO	117
NC_021684.1	Gnomon	intron	5947390	5947924	2621	NO	534
NC_021684.1	Gnomon	exon	5947925	5948009	2622	NO	84
NC_021684.1	Gnomon	intron	5948010	5948222	2623	NO	212
NC_021684.1	Gnomon	exon	5948223	5948335	2624	NO	112
NC_021684.1	Gnomon	intron	5948336	5948835	2625	NO	499
NC_021684.1	Gnomon	exon	5948836	5949002	2626	NO	166
NC_021684.1	Gnomon	intron	5949003	5949203	2627	NO	200
NC_021684.1	Gnomon	exon	5949204	5949316	2628	NO	112
NC_021684.1	Gnomon	intron	5949317	5950045	2629	NO	728
NC_021684.1	Gnomon	exon	5950046	5950901	2630	NO	855
NC_021696.1	Gnomon	non_coding	5950902	5951541	NA	NA	639
NC_021684.1	Gnomon	exon	5951542	5951863	2632	NO	321
NC_021684.1	Gnomon	intron	5951864	5951952	2633	NO	88
NC_021684.1	Gnomon	exon	5951953	5952034	2634	NO	81
NC_021684.1	Gnomon	intron	5952035	5952229	2635	NO	194
NC_021684.1	Gnomon	exon	5952230	5952441	2636	NO	211
NC_021684.1	Gnomon	intron	5952442	5952933	2637	NO	491
NC_021684.1	Gnomon	exon	5952934	5953070	2638	NO	136
NC_021684.1	Gnomon	intron	5953071	5953798	2639	NO	727
NC_021684.1	Gnomon	exon	5953799	5953941	2640	NO	142
NC_021684.1	Gnomon	intron	5953942	5954545	2641	NO	603
NC_021684.1	Gnomon	exon	5954546	5954729	2642	NO	183
NC_021684.1	Gnomon	intron	5954730	5955081	2643	NO	351
NC_021684.1	Gnomon	exon	5955082	5955169	2644	NO	87
NC_021684.1	Gnomon	intron	5955170	5955627	2645	NO	457
NC_021684.1	Gnomon	exon	5955628	5955763	2646	NO	135
NC_021684.1	Gnomon	intron	5955764	5956009	2647	NO	245
NC_021684.1	Gnomon	exon	5956010	5956113	2648	NO	103
NC_021684.1	Gnomon	intron	5956114	5956586	2649	NO	472
NC_021684.1	Gnomon	exon	5956587	5956722	2650	NO	135
NC_021684.1	Gnomon	intron	5956723	5956959	2651	NO	236
NC_021684.1	Gnomon	exon	5956960	5957043	2652	NO	83
NC_021684.1	Gnomon	intron	5957044	5957208	2653	NO	164
NC_021684.1	Gnomon	exon	5957209	5957322	2654	NO	113
NC_021684.1	Gnomon	intron	5957323	5957918	2655	NO	595
NC_021684.1	Gnomon	exon	5957919	5958056	2656	NO	137
NC_021684.1	Gnomon	intron	5958057	5958161	2657	NO	104
NC_021684.1	Gnomon	exon	5958162	5958213	2658	NO	51
NC_021684.1	Gnomon	intron	5958214	5959877	2659	NO	1663
NC_021684.1	Gnomon	exon	5959878	5960209	2660	NO	331
NC_021696.1	Gnomon	non_coding	5960210	5961867	NA	NA	1657
NC_021684.1	Gnomon	exon	5961868	5962014	2662	NO	146
NC_021684.1	Gnomon	intron	5962015	5963049	2663	NO	1034
NC_021684.1	Gnomon	exon	5963050	5963205	2664	NO	155
NC_021684.1	Gnomon	intron	5963206	5964002	2665	NO	796
NC_021684.1	Gnomon	exon	5964003	5964100	2666	NO	97
NC_021684.1	Gnomon	intron	5964101	5964669	2667	NO	568
NC_021684.1	Gnomon	exon	5964670	5964817	2668	NO	147
NC_021684.1	Gnomon	intron	5964818	5967132	2669	NO	2314
NC_021684.1	Gnomon	exon	5967133	5967273	2670	NO	140
NC_021684.1	Gnomon	intron	5967274	5967914	2671	NO	640
NC_021684.1	Gnomon	exon	5967915	5968031	2672	NO	116
NC_021684.1	Gnomon	intron	5968032	5968475	2673	NO	443
NC_021684.1	Gnomon	exon	5968476	5968544	2674	NO	68
NC_021684.1	Gnomon	intron	5968545	5969761	2675	NO	1216
NC_021684.1	Gnomon	exon	5969762	5969860	2676	NO	98
NC_021684.1	Gnomon	intron	5969861	5970267	2677	NO	406
NC_021684.1	Gnomon	exon	5970268	5970353	2678	NO	85
NC_021684.1	Gnomon	intron	5970354	5972936	2679	NO	2582
NC_021684.1	Gnomon	exon	5972937	5973035	2680	NO	98
NC_021684.1	Gnomon	intron	5973036	5974546	2681	NO	1510
NC_021684.1	Gnomon	exon	5974547	5974638	2682	NO	91
NC_021684.1	Gnomon	intron	5974639	5977844	2683	NO	3205
NC_021684.1	Gnomon	exon	5977845	5978061	2684	NO	216
NC_021684.1	Gnomon	intron	5978062	5983519	2685	NO	5457
NC_021684.1	Gnomon	exon	5983520	5983661	2686	NO	141
NC_021684.1	Gnomon	intron	5983662	5984135	2687	NO	473
NC_021684.1	Gnomon	exon	5984136	5984233	2688	NO	97
NC_021684.1	Gnomon	intron	5984234	5986981	2689	NO	2747
NC_021684.1	Gnomon	exon	5986982	5987258	2690	NO	276
NC_021684.1	Gnomon	intron	5987259	5988030	2691	NO	771
NC_021684.1	Gnomon	exon	5988031	5988136	2692	NO	105
NC_021684.1	Gnomon	intron	5988137	5989263	2693	NO	1126
NC_021684.1	Gnomon	exon	5989264	5989906	2694	NO	642
NC_021684.1	Gnomon	intron	5989907	5990810	2695	NO	903
NC_021684.1	Gnomon	exon	5990811	5991022	2696	NO	211
NC_021684.1	Gnomon	intron	5991023	5991802	2697	NO	779
NC_021684.1	Gnomon	exon	5991803	5991988	2698	NO	185
NC_021684.1	Gnomon	intron	5991989	5992817	2699	NO	828
NC_021684.1	Gnomon	exon	5992818	5992975	2700	NO	157
NC_021684.1	Gnomon	intron	5992976	5993520	2701	NO	544
NC_021684.1	Gnomon	exon	5993521	5993787	2702	NO	266
NC_021684.1	Gnomon	intron	5993788	5995068	2703	NO	1280
NC_021684.1	Gnomon	exon	5995069	5995214	2704	NO	145
NC_021684.1	Gnomon	intron	5995215	5995493	2705	NO	278
NC_021684.1	Gnomon	exon	5995494	5995651	2706	NO	157
NC_021684.1	Gnomon	intron	5995652	5996312	2707	NO	660
NC_021684.1	Gnomon	exon	5996313	5996496	2708	NO	183
NC_021684.1	Gnomon	intron	5996497	5997633	2709	NO	1136
NC_021684.1	Gnomon	exon	5997634	5997844	2710	NO	210
NC_021684.1	Gnomon	intron	5997845	6000329	2711	NO	2484
NC_021684.1	Gnomon	exon	6000330	6000531	2712	NO	201
NC_021684.1	Gnomon	intron	6000532	6004143	2713	NO	3611
NC_021684.1	Gnomon	exon	6004144	6004302	2714	NO	158
NC_021684.1	Gnomon	intron	6004303	6008088	2715	NO	3785
NC_021684.1	Gnomon	exon	6008089	6008244	2716	NO	155
NC_021684.1	Gnomon	intron	6008245	6010577	2717	NO	2332
NC_021684.1	Gnomon	exon	6010578	6010648	2718	NO	70
NC_021684.1	Gnomon	intron	6010649	6012076	2719	NO	1427
NC_021684.1	Gnomon	exon	6012077	6012293	2720	NO	216
NC_021684.1	Gnomon	intron	6012294	6013691	2721	NO	1397
NC_021684.1	Gnomon	exon	6013692	6014993	2722	NO	1301
NC_021696.1	Gnomon	non_coding	6014994	6019669	NA	NA	4675
NC_021684.1	Gnomon	exon	6019670	6020000	2724	NO	330
NC_021684.1	Gnomon	intron	6020001	6021288	2725	NO	1287
NC_021684.1	Gnomon	exon	6021289	6021607	2726	NO	318
NC_021696.1	Gnomon	non_coding	6021608	6023615	NA	NA	2007
NC_021684.1	Gnomon	exon	6023616	6023626	2728	NO	10
NC_021684.1	Gnomon	intron	6023627	6031405	2729	NO	7778
NC_021684.1	Gnomon	exon	6031406	6031590	2730	NO	184
NC_021684.1	Gnomon	intron	6031591	6032295	2731	NO	704
NC_021684.1	Gnomon	exon	6032296	6032370	2732	NO	74
NC_021684.1	Gnomon	intron	6032371	6034158	2733	NO	1787
NC_021684.1	Gnomon	exon	6034159	6034214	2734	NO	55
NC_021684.1	Gnomon	intron	6034215	6035929	2735	NO	1714
NC_021684.1	Gnomon	exon	6035930	6036023	2736	NO	93
NC_021684.1	Gnomon	intron	6036024	6038151	2737	NO	2127
NC_021684.1	Gnomon	exon	6038152	6038280	2738	NO	128
NC_021684.1	Gnomon	intron	6038281	6041314	2739	NO	3033
NC_021684.1	Gnomon	exon	6041315	6041375	2740	NO	60
NC_021684.1	Gnomon	intron	6041376	6041716	2741	NO	340
NC_021684.1	Gnomon	exon	6041717	6041819	2742	NO	102
NC_021684.1	Gnomon	intron	6041820	6042318	2743	NO	498
NC_021684.1	Gnomon	exon	6042319	6042420	2744	NO	101
NC_021684.1	Gnomon	intron	6042421	6043642	2745	NO	1221
NC_021684.1	Gnomon	exon	6043643	6043724	2746	NO	81
NC_021684.1	Gnomon	intron	6043725	6047229	2747	NO	3504
NC_021684.1	Gnomon	exon	6047230	6047316	2748	NO	86
NC_021684.1	Gnomon	intron	6047317	6047792	2749	NO	475
NC_021684.1	Gnomon	exon	6047793	6047933	2750	NO	140
NC_021684.1	Gnomon	intron	6047934	6048160	2751	NO	226
NC_021684.1	Gnomon	exon	6048161	6048225	2752	NO	64
NC_021684.1	Gnomon	intron	6048226	6048671	2753	NO	445
NC_021684.1	Gnomon	exon	6048672	6051105	2754	NO	2433
NC_021696.1	Gnomon	non_coding	6051106	6051905	NA	NA	799
NC_021684.1	Gnomon	exon	6051906	6052202	2756	NO	296
NC_021684.1	Gnomon	intron	6052203	6052369	2757	NO	166
NC_021684.1	Gnomon	exon	6052370	6052489	2758	NO	119
NC_021684.1	Gnomon	intron	6052490	6052610	2759	NO	120
NC_021684.1	Gnomon	exon	6052611	6052763	2760	NO	152
NC_021684.1	Gnomon	intron	6052764	6053122	2761	NO	358
NC_021684.1	Gnomon	exon	6053123	6053242	2762	NO	119
NC_021684.1	Gnomon	intron	6053243	6053441	2763	NO	198
NC_021684.1	Gnomon	exon	6053442	6053548	2764	NO	106
NC_021684.1	Gnomon	intron	6053549	6053773	2765	NO	224
NC_021684.1	Gnomon	exon	6053774	6053939	2766	NO	165
NC_021684.1	Gnomon	intron	6053940	6054216	2767	NO	276
NC_021684.1	Gnomon	exon	6054217	6054350	2768	NO	133
NC_021684.1	Gnomon	intron	6054351	6054761	2769	NO	410
NC_021684.1	Gnomon	exon	6054762	6054906	2770	NO	144
NC_021684.1	Gnomon	intron	6054907	6055507	2771	NO	600
NC_021684.1	Gnomon	exon	6055508	6055701	2772	NO	193
NC_021684.1	Gnomon	intron	6055702	6055819	2773	NO	117
NC_021684.1	Gnomon	exon	6055820	6055927	2774	NO	107
NC_021684.1	Gnomon	intron	6055928	6056353	2775	NO	425
NC_021684.1	Gnomon	exon	6056354	6056458	2776	NO	104
NC_021684.1	Gnomon	intron	6056459	6056997	2777	NO	538
NC_021684.1	Gnomon	exon	6056998	6057147	2778	NO	149
NC_021684.1	Gnomon	intron	6057148	6057808	2779	NO	660
NC_021684.1	Gnomon	exon	6057809	6058034	2780	NO	225
NC_021684.1	Gnomon	intron	6058035	6058531	2781	NO	496
NC_021684.1	Gnomon	exon	6058532	6058597	2782	NO	65
NC_021684.1	Gnomon	intron	6058598	6058763	2783	NO	165
NC_021684.1	Gnomon	exon	6058764	6058910	2784	NO	146
NC_021684.1	Gnomon	intron	6058911	6059385	2785	NO	474
NC_021684.1	Gnomon	exon	6059386	6059472	2786	NO	86
NC_021684.1	Gnomon	intron	6059473	6059926	2787	NO	453
NC_021684.1	Gnomon	exon	6059927	6060103	2788	NO	176
NC_021684.1	Gnomon	intron	6060104	6060819	2789	NO	715
NC_021684.1	Gnomon	exon	6060820	6060879	2790	NO	59
NC_021684.1	Gnomon	intron	6060880	6061508	2791	NO	628
NC_021684.1	Gnomon	exon	6061509	6061646	2792	NO	137
NC_021684.1	Gnomon	intron	6061647	6061799	2793	NO	152
NC_021684.1	Gnomon	exon	6061800	6061946	2794	NO	146
NC_021684.1	Gnomon	intron	6061947	6062648	2795	NO	701
NC_021684.1	Gnomon	exon	6062649	6062732	2796	NO	83
NC_021684.1	Gnomon	intron	6062733	6062849	2797	NO	116
NC_021684.1	Gnomon	exon	6062850	6062897	2798	NO	47
NC_021684.1	Gnomon	intron	6062898	6064937	2799	NO	2039
NC_021684.1	Gnomon	exon	6064938	6065057	2800	NO	119
NC_021684.1	Gnomon	intron	6065058	6065636	2801	NO	578
NC_021684.1	Gnomon	exon	6065637	6065711	2802	NO	74
NC_021684.1	Gnomon	intron	6065712	6066031	2803	NO	319
NC_021684.1	Gnomon	exon	6066032	6066105	2804	NO	73
NC_021684.1	Gnomon	intron	6066106	6066570	2805	NO	464
NC_021684.1	Gnomon	exon	6066571	6066696	2806	NO	125
NC_021684.1	Gnomon	intron	6066697	6067561	2807	NO	864
NC_021684.1	Gnomon	exon	6067562	6067641	2808	NO	79
NC_021684.1	Gnomon	intron	6067642	6068251	2809	NO	609
NC_021684.1	Gnomon	exon	6068252	6068297	2810	NO	45
NC_021684.1	Gnomon	intron	6068298	6071094	2811	NO	2796
NC_021684.1	Gnomon	exon	6071095	6071190	2812	NO	95
NC_021684.1	Gnomon	intron	6071191	6071618	2813	NO	427
NC_021684.1	Gnomon	exon	6071619	6071814	2814	NO	195
NC_021684.1	Gnomon	intron	6071815	6073674	2815	NO	1859
NC_021684.1	Gnomon	exon	6073675	6073770	2816	NO	95
NC_021684.1	Gnomon	intron	6073771	6074559	2817	NO	788
NC_021684.1	Gnomon	exon	6074560	6074616	2818	NO	56
NC_021684.1	Gnomon	intron	6074617	6075288	2819	NO	671
NC_021684.1	Gnomon	exon	6075289	6075417	2820	NO	128
NC_021684.1	Gnomon	intron	6075418	6075601	2821	NO	183
NC_021684.1	Gnomon	exon	6075602	6075733	2822	NO	131
NC_021684.1	Gnomon	intron	6075734	6076214	2823	NO	480
NC_021684.1	Gnomon	exon	6076215	6076322	2824	NO	107
NC_021684.1	Gnomon	intron	6076323	6076770	2825	NO	447
NC_021684.1	Gnomon	exon	6076771	6076869	2826	NO	98
NC_021684.1	Gnomon	intron	6076870	6077216	2827	NO	346
NC_021684.1	Gnomon	exon	6077217	6077294	2828	NO	77
NC_021684.1	Gnomon	intron	6077295	6077523	2829	NO	228
NC_021684.1	Gnomon	exon	6077524	6077635	2830	NO	111
NC_021684.1	Gnomon	intron	6077636	6078065	2831	NO	429
NC_021684.1	Gnomon	exon	6078066	6078196	2832	NO	130
NC_021684.1	Gnomon	intron	6078197	6079058	2833	NO	861
NC_021684.1	Gnomon	exon	6079059	6079106	2834	NO	47
NC_021684.1	Gnomon	intron	6079107	6079726	2835	NO	619
NC_021684.1	Gnomon	exon	6079727	6079822	2836	NO	95
NC_021684.1	Gnomon	intron	6079823	6079942	2837	NO	119
NC_021684.1	Gnomon	exon	6079943	6080038	2838	NO	95
NC_021684.1	Gnomon	intron	6080039	6080839	2839	NO	800
NC_021684.1	Gnomon	exon	6080840	6080998	2840	NO	158
NC_021684.1	Gnomon	intron	6080999	6081915	2841	NO	916
NC_021684.1	Gnomon	exon	6081916	6082009	2842	NO	93
NC_021684.1	Gnomon	intron	6082010	6082206	2843	NO	196
NC_021684.1	Gnomon	exon	6082207	6082390	2844	NO	183
NC_021684.1	Gnomon	intron	6082391	6082886	2845	NO	495
NC_021684.1	Gnomon	exon	6082887	6082998	2846	NO	111
NC_021684.1	Gnomon	intron	6082999	6083347	2847	NO	348
NC_021684.1	Gnomon	exon	6083348	6083434	2848	NO	86
NC_021684.1	Gnomon	intron	6083435	6084328	2849	NO	893
NC_021684.1	Gnomon	exon	6084329	6084430	2850	NO	101
NC_021684.1	Gnomon	intron	6084431	6086532	2851	NO	2101
NC_021684.1	Gnomon	exon	6086533	6086595	2852	NO	62
NC_021684.1	Gnomon	intron	6086596	6087469	2853	NO	873
NC_021684.1	Gnomon	exon	6087470	6087628	2854	NO	158
NC_021684.1	Gnomon	intron	6087629	6087911	2855	NO	282
NC_021684.1	Gnomon	exon	6087912	6087992	2856	NO	80
NC_021684.1	Gnomon	intron	6087993	6088811	2857	NO	818
NC_021684.1	Gnomon	exon	6088812	6088865	2858	NO	53
NC_021684.1	Gnomon	intron	6088866	6089236	2859	NO	370
NC_021684.1	Gnomon	exon	6089237	6089350	2860	NO	113
NC_021684.1	Gnomon	intron	6089351	6090676	2861	NO	1325
NC_021684.1	Gnomon	exon	6090677	6090739	2862	NO	62
NC_021684.1	Gnomon	intron	6090740	6091318	2863	NO	578
NC_021684.1	Gnomon	exon	6091319	6091465	2864	NO	146
NC_021684.1	Gnomon	intron	6091466	6093233	2865	NO	1767
NC_021684.1	Gnomon	exon	6093234	6093356	2866	NO	122
NC_021684.1	Gnomon	intron	6093357	6094301	2867	NO	944
NC_021684.1	Gnomon	exon	6094302	6094393	2868	NO	91
NC_021684.1	Gnomon	intron	6094394	6094604	2869	NO	210
NC_021684.1	Gnomon	exon	6094605	6094732	2870	NO	127
NC_021684.1	Gnomon	intron	6094733	6096389	2871	NO	1656
NC_021684.1	Gnomon	exon	6096390	6096523	2872	NO	133
NC_021684.1	Gnomon	intron	6096524	6096719	2873	NO	195
NC_021684.1	Gnomon	exon	6096720	6096916	2874	NO	196
NC_021684.1	Gnomon	intron	6096917	6097687	2875	NO	770
NC_021684.1	Gnomon	exon	6097688	6097804	2876	NO	116
NC_021684.1	Gnomon	intron	6097805	6098314	2877	NO	509
NC_021684.1	Gnomon	exon	6098315	6098410	2878	NO	95
NC_021684.1	Gnomon	intron	6098411	6099205	2879	NO	794
NC_021684.1	Gnomon	exon	6099206	6099275	2880	NO	69
NC_021684.1	Gnomon	intron	6099276	6100267	2881	NO	991
NC_021684.1	Gnomon	exon	6100268	6100353	2882	NO	85
NC_021684.1	Gnomon	intron	6100354	6101423	2883	NO	1069
NC_021684.1	Gnomon	exon	6101424	6101539	2884	NO	115
NC_021684.1	Gnomon	intron	6101540	6102796	2885	NO	1256
NC_021684.1	Gnomon	exon	6102797	6102933	2886	NO	136
NC_021684.1	Gnomon	intron	6102934	6108474	2887	NO	5540
NC_021684.1	Gnomon	exon	6108475	6108768	2888	NO	293
NC_021696.1	Gnomon	non_coding	6108769	6116882	NA	NA	8113
NC_021684.1	Gnomon	exon	6116883	6117749	2890	NO	866
NC_021684.1	Gnomon	intron	6117750	6117751	2891	NO	1
NC_021684.1	Gnomon	exon	6117752	6118279	2892	NO	527
NC_021684.1	Gnomon	intron	6118280	6118747	2893	NO	467
NC_021684.1	Gnomon	exon	6118748	6118909	2894	NO	161
NC_021684.1	Gnomon	intron	6118910	6119270	2895	NO	360
NC_021684.1	Gnomon	exon	6119271	6119399	2896	NO	128
NC_021684.1	Gnomon	intron	6119400	6119908	2897	NO	508
NC_021684.1	Gnomon	exon	6119909	6120062	2898	NO	153
NC_021684.1	Gnomon	intron	6120063	6121248	2899	NO	1185
NC_021684.1	Gnomon	exon	6121249	6121423	2900	NO	174
NC_021684.1	Gnomon	intron	6121424	6121838	2901	NO	414
NC_021684.1	Gnomon	exon	6121839	6123155	2902	NO	1316
NC_021684.1	Gnomon	intron	6123156	6123624	2903	NO	468
NC_021684.1	Gnomon	exon	6123625	6123680	2904	NO	55
NC_021684.1	Gnomon	intron	6123681	6124573	2905	NO	892
NC_021684.1	Gnomon	exon	6124574	6124695	2906	NO	121
NC_021684.1	Gnomon	intron	6124696	6127269	2907	NO	2573
NC_021684.1	Gnomon	exon	6127270	6127378	2908	NO	108
NC_021684.1	Gnomon	intron	6127379	6128237	2909	NO	858
NC_021684.1	Gnomon	exon	6128238	6128351	2910	NO	113
NC_021684.1	Gnomon	intron	6128352	6128744	2911	NO	392
NC_021684.1	Gnomon	exon	6128745	6128873	2912	NO	128
NC_021684.1	Gnomon	intron	6128874	6129071	2913	NO	197
NC_021684.1	Gnomon	exon	6129072	6129257	2914	NO	185
NC_021684.1	Gnomon	intron	6129258	6129807	2915	NO	549
NC_021684.1	Gnomon	exon	6129808	6129876	2916	NO	68
NC_021684.1	Gnomon	intron	6129877	6131044	2917	NO	1167
NC_021684.1	Gnomon	exon	6131045	6131203	2918	NO	158
NC_021684.1	Gnomon	intron	6131204	6131520	2919	NO	316
NC_021684.1	Gnomon	exon	6131521	6131616	2920	NO	95
NC_021684.1	Gnomon	intron	6131617	6133565	2921	NO	1948
NC_021684.1	Gnomon	exon	6133566	6133661	2922	NO	95
NC_021684.1	Gnomon	intron	6133662	6135002	2923	NO	1340
NC_021684.1	Gnomon	exon	6135003	6135166	2924	NO	163
NC_021684.1	Gnomon	intron	6135167	6136492	2925	NO	1325
NC_021684.1	Gnomon	exon	6136493	6136541	2926	NO	48
NC_021684.1	Gnomon	intron	6136542	6139942	2927	NO	3400
NC_021684.1	Gnomon	exon	6139943	6140125	2928	NO	182
NC_021684.1	Gnomon	intron	6140126	6140811	2929	NO	685
NC_021684.1	Gnomon	exon	6140812	6140895	2930	NO	83
NC_021684.1	Gnomon	intron	6140896	6146404	2931	NO	5508
NC_021684.1	Gnomon	exon	6146405	6146503	2932	NO	98
